studiengang,hochschule,modul_id,modulname,satz_nr,satz
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,4,"entwickeln eigene soziale, ökologische und ökonomische Innovationsvorhaben und Verantwortung dafür zu übernehmen, erstellen Nachhaltigkeitsbewertung für die Innovationsvorhaben, Produkte, Prozesse und Systeme, konzipieren Startups und bauen Strukturen für erfolgreiche KMU auf."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,5,"Methoden wie Design Thinking, Customer Development, Lean Startup und agilem Projektmanagement zur kreativen Entwicklung der eigenen Geschäftsidee oder gesellschaftlicher Fragestellungen zur Problemlösung anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,6,"Projekte agil gestalten und deren Fortschritt kontrollieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,7,"Die Studierenden können digitale Tools für die Zusammenarbeit anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,8,Workshops gestalten und moderieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,9,Die Studierenden können:
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,10,"alleine und in Gruppen zielorientiert und auf Augenhöhe gestalterisch zusammenarbeiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,11,"die Sichtweise und Interessen anderer verstehen, analysieren und interpretieren sowie auf deren Ideen und Erkenntnissen aufbauen und neue Lösungen erarbeiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,12,"eigene Ideen und Ideen anderer in Frage stellen und konstruktiv gestalten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,13,andere für eine eigene Sache mobilisieren und die Interessen der Gemeinschaft wahren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,14,"Die Studierenden können sich auf verändernde Umstände einstellen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,15,"eigene Ideen und Lösungsansätze kreativ entwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,16,"Wissenslücken erkennen und schließen sie eigenständig,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,17,"ihren Lernfortschritt reflektieren und ihr Lernverhalten ggf. (methodisch/zeitlich) anpassen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1384,XLab – Lernfabrik,18,ihren Lernprozess den individuellen Ressourcen entsprechend sinnvoll planen und strukturieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,1,"Die Studierenden können die Grundlagen, Grundbegriffe und übergeordnete Zusammenhänge von Ressourcen und ihren Einsatzbereichen innerhalb des Lebenszyklus identifizieren und wiedergeben,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,2,"Umweltauswirkungen der eingesetzten Ressourcen beschreiben,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,3,"Rohstoffpolitik, Rohstoffsysteme und die Verfügbarkeit von Rohstoffen verstehen und Einflussfaktoren kennenlernen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,4,"die Relevanz und wichtige Anwendungsfelder von Ressourcenmanagement für Organisationen (inkl. Unternehmen) erkennen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,5,"betriebliche Umwelt-/Ökobilanzen konzipieren, erstellen und weiterentwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,6,"Maßnahmen zur Einsparung von Ressourcen und Ressourceneffizienzsteigerung planen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,7,"Umweltbilanzen und -berichterstattung von Organisationen analysieren und vergleichen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,8,"Umwelt- und Nachhaltigkeitskennzahlen von Organisationen einordnen, erstellen und bewerten."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,9,"Methoden und Konzepte des nachhaltigen Ressourcenmanagements praxisorientiert anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,10,"Methoden zur Datenerhebung, -recherche,- validierung im Rahmen von nachhaltigem Ressourcenmanagement anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,11,"Software und Datenbanken zur Analyse, Bewertung und Visualisierung im Kontext nachhaltigen Ressourcenmanagements (z.B. Visio, Eco-Cockpit, e!Sankey, Umberto, Ecoinvent, Gabi) einsetzen und auf Praxisbeispiele anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,12,"Methoden des betrieblichen Ressourcenmanagements wie z.B. Betriebliche Umwelt-/Ökobilanzen, Corporate Carbon Footprint anwenden und Ergebnisse kritisch reflektieren."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,13,"Die Studierenden können die Modulinhalte in angemessener Fachsprache (auch in Englisch) kommunizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,14,"die Anwendung der vermittelten Methoden und Konzepte auf ausgewählte Fallbeispiele transferieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,15,"selbständig und im Team wissenschaftliche Sachverhalte recherchieren, aufbereiten und präsentieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,16,ihre erworbenen Kenntnisse in nachhaltigem Ressourcenmanagement an Dritte weitergeben.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,17,"Ressourcenmanagement und dessen Umsetzung in Organisationen kritisch reflektieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,18,"Die Studierenden können selbständig und im Team wissenschaftliche Sachverhalte recherchieren, aufbereiten und präsentieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,19,"Ergebnisse begründen und über Sachverhalte der Modulinhalte umfassend kommunizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,20,"ihre Arbeitsweise und Zeiteinteilung in einer konkreten Projektarbeit so koordinieren, dass sie diese Arbeit eigenverantwortlich und selbstständig zum erfolgreichen Abschluss bringen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1385,Nachhaltiges Ressourcenmanagement /,21,ihre Arbeitsergebnisse und Vorgehensweise kritisch reflektieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,1,"Grundlagen und Grundbegriffe von Umweltkostenrechnung wiedergeben,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,2,"Kostentreiber, insbesondere im Umweltbereich, identifizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,3,"Interdependenzen zwischen (Umwelt-)Kosten oder den (Umwelt-)Kosten und Erlösen einzelner Lebensphasen aufdecken,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,4,"Investitionsalternativen zur strategischen Planung der Betriebsprozesse beurteilen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,5,"Die Studierenden können die (Umwelt-)Kosten von Prozessen, Betrieben und Produkten über den gesamten Lebenszyklus unter Zuhilfenahme der verschiedenen Methoden und Instrumente des Rechnungswesens ganzheitlich und systematisch identifizieren und optimieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,6,"die Kosten- und Ressourceneffizienz von Prozessen, Unternehmen, Produkten und Dienstleistungen vergleichend analysieren, messen und bewerten."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,7,"Die Studierenden können geeignete Methoden und Instrumente zur Erfassung, Berechnung und Darstellung von Umweltkosten auf betrieblicher Ebene und Produktebene auswählen"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,8,"Methoden derUmweltkostenrechnung (z.B. Materialflusskostenrechnung) anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,9,"Software und Datenbanken zur Unterstützung und Durchführung von Umweltkostenrechnungsmethoden, insbesondere Materialflusskostenrechnung (z.B. Online-Tools, Excel, Umberto, Ecoinvent) einsetzen und auf Praxisbeispiele anwenden,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,10,"Methoden und Ergebnisse der betrieblichen Umweltkostenrechnung, wie z.B. Materialflusskostenrechnung, einordnen und kritisch reflektieren."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,11,"Die Studierenden können die Modulinhalte in angemessener Fachsprache (auch in Englisch) kommunizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,12,"die Anwendung der vermittelten Methoden und Konzepte auf ausgewählte Fallbeispiele transferieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,13,"selbständig und im Team wissenschaftliche Sachverhalte recherchieren, aufbereiten und präsentieren sowie ihre erworbenen Kenntnisse an Dritte weitergeben."
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,14,Umweltkostenrechnung und ihre Umsetzung in Organisationen kritisch reflektieren
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,15,"Die Studierenden können selbständig und im Team wissenschaftliche Sachverhalte recherchieren, aufbereiten und präsentieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,16,"Ergebnisse begründen und über Sachverhalte der Modulinhalte umfassend kommunizieren,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,17,"ihre Arbeitsweise und Zeiteinteilung in einer konkreten Projektarbeit so koordinieren, dass sie diese Arbeit eigenverantwortlich und selbstständig zum erfolgreichen Abschluss bringen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1386,Umweltkostenrechnung,18,ihre Arbeitsergebnisse und Vorgehensweise kritisch reflektieren.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),1,"lernen, dass TQM für jede Art von Organisation (inkl. Unternehmen) relevant ist,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),2,"kennen Grundbegriffe und übergeordnete Zusammenhänge des TQM,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),3,"betrachten TQM aus ganzheitlicher, nachhaltiger Sicht,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),4,"sind in der Lage prozessorientierte TQM-Strukturen- und Inhalte zu implementieren, zu analysieren und zu verbessern,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),5,"besitzen ein kritisches Verständnis für TQM als einen wichtigen Wettbewerbsfaktor,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),6,kennen die Struktur vom EFQM Modell und die Vorgehensweise zur Bewertung einer Organisation mit Hilfe des EFQM Modells.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),7,"lernen die Grundlagen des TQM und seiner Methoden kennen,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),8,können die methodische Vorgehensweise der RADAR-Bewertung vom EFQM Modell anwenden.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),9,"sind in der Lage in einem Team gemeinsam Problemstellungen zu bearbeiten,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),10,"in der Gruppe kooperativ und effektiv Lösungen für die Problemstellung entwickeln,"
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),11,in Diskussionen den eigenen Standpunkt argumentativ und sachlich darstellen.
Wirtschaftsingenieurwesen (B.Sc.),TH Mittelhessen,1086,Total Quality Management (TQM),12,"verstehen Total Quality Management als Managementmethode für die ganzheitliche Betrachtung einer Organisation und dem entsprechend als eine Unternehmensphilosophie,"
